Curso;Slot;Asignatura;Grupo;Aula;Hora;Codigo
Cuarto Mates-Física;L10;Teoría Cuántica de Campos;CLE01;Aula C;10:00-11:00;31
Cuarto Mates-Física;L10;Física Cuántica I;CLIS01;Aula Magna;10:00-11:00;32
Cuarto Mates-Física;L10;Óptica I;CLIS02;Aula 830;10:00-11:00;33
Cuarto Mates-Física;L10;Física de la Materia Blanda;CLE01;Aula C;10:30-11:30;34
Cuarto Mates-Física;L11;Física de la Materia Blanda;CLE01;Aula C;11:30-12:30;34
Cuarto Mates-Física;L11;Óptica I;CLIS01;Aula Magna;11:00-12:00;33
Cuarto Mates-Física;L11;Física Cuántica I;CLIS02;Aula 830;11:00-12:00;32
Cuarto Mates-Física;L12;Simulación en Física de Materiales;CLE01;Aula C;12:00-13:00;35
Cuarto Mates-Física;L13;Simulación en Física de Materiales;CLE01;Aula C;13:00-14:00;35
Cuarto Mates-Física;L16;Física Cuántica I;CLE02;Aula 0;16:00-17:00;32
Cuarto Mates-Física;L17;Óptica I;CLE02;Aula 0;17:00-18:00;33
Cuarto Mates-Física;L18;Electrodinámica;CLE02;Aula 0;18:00-19:00;30
Cuarto Mates-Física;M09;Electrodinámica;CLE01;Aula 0;09:00-10:00;30
Cuarto Mates-Física;M09;Teoría Cuántica de Campos;CLIS01;Aula C;09:00-10:00;31
Cuarto Mates-Física;M10;Teoría Cuántica de Campos;CLIS01;Aula C;10:00-11:00;31
Cuarto Mates-Física;M10;Física Cuántica I;CLE01;Aula 0;10:00-11:00;32
Cuarto Mates-Física;M10;Física de la Materia Blanda;CLIS01;Aula C;10:30-11:30;34
Cuarto Mates-Física;M11;Física de la Materia Blanda;CLIS01;Aula C;11:30-12:30;34
Cuarto Mates-Física;M11;Óptica I;CLE01;Aula 0;11:00-12:00;33
Cuarto Mates-Física;M12;Tecnología del Láser;CLIS01;Aula C;12:00-13:00;36
Cuarto Mates-Física;M13;Tecnología del Láser;CLIS01;Aula C;13:00-14:00;36
Cuarto Mates-Física;M16;Óptica I;CLIS04;Aula 830;16:00-17:00;33
Cuarto Mates-Física;M16;Física Cuántica I;CLIS03;Aula 6;16:00-17:00;32
Cuarto Mates-Física;M17;Física Cuántica I;CLIS04;Aula 830;17:00-18:00;32
Cuarto Mates-Física;M17;Óptica I;CLIS03;Aula 6;17:00-18:00;33
Cuarto Mates-Física;M18;Electrodinámica;CLIS03;Aula 6;18:00-19:00;30
Cuarto Mates-Física;X09;Electrodinámica;CLIS02;Aula 830;09:00-10:00;30
Cuarto Mates-Física;X09;Biofísica;CLIS02;Aula C;09:00-10:00;37
Cuarto Mates-Física;X10;Biofísica;CLIS02;Aula C;10:00-11:00;37
Cuarto Mates-Física;X10;Óptica I;CLIS02;Aula 830;10:00-11:00;33
Cuarto Mates-Física;X10;Física Cuántica I;CLIS01;Aula Magna;10:00-11:00;32
Cuarto Mates-Física;X10;Física de los Sistemas Complejos;CLIS01;Aula C;10:30-11:30;38
Cuarto Mates-Física;X11;Física de los Sistemas Complejos;CLIS01;Aula C;11:30-12:30;38
Cuarto Mates-Física;X11;Óptica I;CLIS01;Aula Magna;11:00-12:00;33
Cuarto Mates-Física;X11;Física Cuántica I;CLIS02;Aula 830;11:00-12:00;32
Cuarto Mates-Física;X12;Simulación en Física de Materiales;CLIL01;Aula C;12:00-13:00;35
Cuarto Mates-Física;X13;Simulación en Física de Materiales;CLIL01;Aula C;13:00-14:00;35
Cuarto Mates-Física;X16;Física Cuántica I;CLE02;Aula 0;16:00-17:00;32
Cuarto Mates-Física;X17;Óptica I;CLE02;Aula 0;17:00-18:00;33
Cuarto Mates-Física;X18;Electrodinámica;CLE02;Aula 0;18:00-19:00;30
Cuarto Mates-Física;J09;Electrodinámica;CLE01;Aula 0;09:00-10:00;30
Cuarto Mates-Física;J09;Biofísica;CLIS01;Aula C;09:00-10:00;37
Cuarto Mates-Física;J10;Biofísica;CLIS01;Aula C;10:00-11:00;37
Cuarto Mates-Física;J10;Física Cuántica I;CLE01;Aula 0;10:00-11:00;32
Cuarto Mates-Física;J10;Física de los Sistemas Complejos;CLIS02;Aula C;10:30-11:30;38
Cuarto Mates-Física;J11;Física de los Sistemas Complejos;CLIS02;Aula C;11:30-12:30;38
Cuarto Mates-Física;J11;Óptica I;CLE01;Aula 0;11:00-12:00;33
Cuarto Mates-Física;J12;Tecnología del Láser;CLE01;Aula C;12:00-13:00;36
Cuarto Mates-Física;J13;Tecnología del Láser;CLE01;Aula C;13:00-14:00;36
Cuarto Mates-Física;J16;Física Cuántica I;CLIS03;Aula 6;16:00-17:00;32
Cuarto Mates-Física;J16;Óptica I;CLIS04;Aula 830;16:00-17:00;33
Cuarto Mates-Física;J17;Física Cuántica I;CLIS04;Aula 830;17:00-18:00;32
Cuarto Mates-Física;J17;Óptica I;CLIS03;Aula 6;17:00-18:00;33
Cuarto Mates-Física;J18;Electrodinámica;CLIS04;Aula 830;18:00-19:00;30
Cuarto Mates-Física;V09;Biofísica;CLE01;Aula C;09:00-10:00;37
Cuarto Mates-Física;V10;Biofísica;CLE01;Aula C;10:00-11:00;37
Cuarto Mates-Física;V10;Física de los Sistemas Complejos;CLE01;Aula C;10:30-11:30;38
Cuarto Mates-Física;V11;Física de los Sistemas Complejos;CLE01;Aula C;11:30-12:30;38
Quinto Mates-Física;L16;Física Cuántica III;CLE01;Aula Magna;16:00-17:00;39
Quinto Mates-Física;L16;Física Nuclear y de Partículas;CLIS03;Aula 140;16:00-17:00;40
Quinto Mates-Física;L16;Física del Estado Sólido;CLIS04;Aula C;16:00-17:00;41
Quinto Mates-Física;L17;Física Cuántica III;CLIS04;Aula C;17:00-18:00;39
Quinto Mates-Física;L17;Física del Estado Sólido;CLIS03;Aula 140;17:00-18:00;41
Quinto Mates-Física;L17;Física Nuclear y de Partículas;CLE01;Aula Magna;17:00-18:00;40
Quinto Mates-Física;L18;Física del Estado Sólido;CLE01;Aula Magna;18:00-19:00;41
Quinto Mates-Física;L18;Física Nuclear y de Partículas;CLIS04;Aula C;18:00-19:00;40
Quinto Mates-Física;L18;Física Cuántica III;CLIS03;Aula 140;18:00-19:00;39
Quinto Mates-Física;M16;Física Cuántica III;CLIS01;Aula 140;16:00-17:00;39
Quinto Mates-Física;M16;Física Nuclear y de Partículas;CLE02;Aula Magna;16:00-17:00;40
Quinto Mates-Física;M17;Física del Estado Sólido;CLIS01;Aula 140;17:00-18:00;41
Quinto Mates-Física;M17;Física del Estado Sólido;CLE02;Aula Magna;17:00-18:00;41
Quinto Mates-Física;M17;Física Nuclear y de Partículas;CLIS02;Aula C;17:00-18:00;40
Quinto Mates-Física;M18;Física Nuclear y de Partículas;CLIS01;Aula 140;18:00-19:00;40
Quinto Mates-Física;M18;Física del Estado Sólido;CLIS02;Aula C;18:00-19:00;41
Quinto Mates-Física;M18;Física Cuántica III;CLE02;Aula Magna;18:00-19:00;39
Quinto Mates-Física;M19;Física Cuántica III;CLIS02;Aula C;19:00-20:00;39
Quinto Mates-Física;X16;Física del Estado Sólido;CLIS04;Aula C;16:00-17:00;41
Quinto Mates-Física;X16;Física Cuántica III;CLE01;Aula Magna;16:00-17:00;39
Quinto Mates-Física;X16;Física Nuclear y de Partículas;CLIS03;Aula 140;16:00-17:00;40
Quinto Mates-Física;X17;Física Nuclear y de Partículas;CLE01;Aula Magna;17:00-18:00;40
Quinto Mates-Física;X17;Física Cuántica III;CLIS04;Aula C;17:00-18:00;39
Quinto Mates-Física;X17;Física del Estado Sólido;CLIS03;Aula 140;17:00-18:00;41
Quinto Mates-Física;X18;Física Cuántica III;CLIS03;Aula 140;18:00-19:00;39
Quinto Mates-Física;X18;Física del Estado Sólido;CLE01;Aula Magna;18:00-19:00;41
Quinto Mates-Física;X18;Física Nuclear y de Partículas;CLIS04;Aula C;18:00-19:00;40
Quinto Mates-Física;J16;Física Nuclear y de Partículas;CLE02;Aula Magna;16:00-17:00;40
Quinto Mates-Física;J16;Física Cuántica III;CLIS01;Aula 140;16:00-17:00;39
Quinto Mates-Física;J17;Física del Estado Sólido;CLE02;Aula Magna;17:00-18:00;41
Quinto Mates-Física;J17;Física del Estado Sólido;CLIS01;Aula 140;17:00-18:00;41
Quinto Mates-Física;J17;Física Nuclear y de Partículas;CLIS02;Aula C;17:00-18:00;40
Quinto Mates-Física;J18;Física Nuclear y de Partículas;CLIS01;Aula 140;18:00-19:00;40
Quinto Mates-Física;J18;Física del Estado Sólido;CLIS02;Aula C;18:00-19:00;41
Quinto Mates-Física;J18;Física Cuántica III;CLE02;Aula Magna;18:00-19:00;39
Quinto Mates-Física;J19;Física Cuántica III;CLIS02;Aula C;19:00-20:00;39
